AutoID,Date,Year,Month,MediaType,Topic,FullText
182414,8/9/2015,2015,8,facebook,PR,she is open secrets shows BankD  Name BankD and Name stanly as some of the top contributors. and this is only the beginning they will funnel more money to her. she is a wall street puppet.
119024,10/10/2014,2014,10,facebook,NS,i got the job at kmaret_twit......now i have two more interviews at BankA banking and child serve....... gods with Name he have a plan for Name i promise moving forward from here
81836,4/14/2015,2015,4,facebook,NS,breaking Name Name Ä î Name breaking news-$ 5.9 billion profit for... video: Name breaking news-$ 5.9 billion profit for BankD INTERNET tmblr. co Name breaking news-$ 5.9 billion profit for BankD
139130,12/24/2014,2014,12,facebook,NS,just wanted to wish one and all a very merry christmas and the happiest of new years... my new class is research and i am struggling a bit.... i am much better at collaborative conversations and listening... but i will continue to work hard.... had a fraud problem with my checking account and BankA made it worse.... got a new bank today so i am smiling again... the theft from my bank account makes buying gifts difficult... so yall will have to settle for a hug and lots of love and positive thoughts headed your way =-)i must be getting old earning a masters degree is rebanke hard work... heres to a happier and healthier new year Name and love Name
44460,8/24/2015,2015,8,twitter,NS,twit_hndl BankB will donate$ 1.00 for every
14496,8/17/2015,2015,8,twitter,S,twit_hndl_BankB_help Name told nothing could be done about credit limit n they were sorry i wasnt notified b4hand. didnt address address the random fees
772,8/19/2015,2015,8,twitter,NS,". twit_hndl_BankD sends me auto loan info when i dont need it. how about a youre awesome, heres a credit limit increase bae! email lol"
95940,12/21/2014,2014,12,facebook,NS,Name ray Name shared Name Name Name Name Name photo.
21000,8/31/2015,2015,8,twitter,NS,"twit_hndl Name, Name. i d be happy to see how i can help. please dir_msg the property address, your phone"
218709,8/1/2014,2014,8,facebook,S,yay for BankB!!! someone tried to hack my bank account for$ 137.94 x 2! from quebec!! but all is good! no luck for the bastards but i do have to get a new card! good thing i got gas and some food this morning!
14388,8/19/2015,2015,8,twitter,NS,twit_hndl_BankB_help thanks. will be BankB  in the u. s on thursday and will call; account was not compromised. i shopped in two BankCes in mexico.
110305,11/5/2014,2014,11,facebook,NS,got the job at BankA üò ¨ ü ë!!
186754,8/18/2015,2015,8,twitter,NS,"Name & c Name(twit_hndl)acquired alternative investor Name business, BankC Name. for$ 425m INTERNET Ö"
98635,10/21/2014,2014,10,facebook,CS,does anyone know the number to the complaint department BankB?
5196,8/4/2015,2015,8,twitter,NS,twit_hndl Name you able to call the number provided to get your concern resolved? Name let us know if you need additional assistance. Name_Resp
140461,12/18/2014,2014,12,facebook,NS,Name Name shared Name Name Name Name Name photo.
204161,8/8/2015,2015,8,twitter,NS,walk up arm closed until 0900... Name town blows(BankB)on
28588,8/13/2015,2015,8,twitter,CS,twit_hndl_BankD heyy BankD wont respond to me.:/
6373,8/14/2015,2015,8,twitter,NS,twit_hndl Name following up to see if you still need assistance. please let us know if theres anything we can do to help. Name_Resp
78468,1/16/2015,2015,1,facebook,NS,beautiful ladies bridal set. serious inquires only! will sell for$ 5000.00 can meet at BankB near mall to see. it is in a safety deposit box.
48411,8/8/2015,2015,8,twitter,NS,"twit_hndl_BankA i played the BankB pack game game and my BankB pack fell in the box, said i won a prize it was bag"
56892,10/1/2014,2014,10,facebook,NS,partiu
199270,11/14/2014,2014,11,facebook,NS,tonight: BankA tree lighting... see you there!
116367,12/5/2014,2014,12,facebook,NS,how trure and ye old BankB is the worst at it also
64412,3/17/2015,2015,3,facebook,NS,accident on railroad canyon Name. we have been told an accident on Name Name Name. at Name Name(overturned car by BankB)has closed eastbound traffic at church Name. we are trying to confirm. usubanke there is an update from INTERNET when the road is closed.
115419,8/29/2015,2015,8,twitter,NS,"hope BankB is a good one, i just switched over.????"
181620,8/11/2015,2015,8,twitter,NS,see which social media platforms are best for reaching your consumers: spr. ly/ 6018bg80n INTERNET
9142,8/26/2015,2015,8,twitter,NS,twit_hndl_BankA your just a terrible bank always taking money out of peoples fucking account! for the fees and whatever reason yall can!!
101746,8/28/2015,2015,8,twitter,NS,every
57034,8/20/2015,2015,8,twitter,NS,pridework
50246,8/6/2015,2015,8,twitter,CS,twit_hndl_BankA tweeting to the end of the line!
47655,8/6/2015,2015,8,twitter,NS,twit_hndl_BankA drop that pack
121827,8/19/2015,2015,8,twitter,NS,i need to go to BankA before i go to work...
